dilirank_name,is_dili,n_targets_uniprot,n_targets_mapped,ecnp_z,ecnp_mu_T,ecnp_sigma_T,pool_size,I_T,k,drugbank_id,smiles
Risperidone,1,12,12,-0.0026980408730877,0.040517568463671855,0.13964987278397187,244,0.0401407873989792,3,DB00734,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Ritonavir,1,3,3,4.26830807606249,0.037441179052790534,0.04011728140459537,122,0.2086740952616965,1,DB00503,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
Rivaroxaban,1,1,1,0.05888251598630107,0.055517103468817657,0.04460813661852916,187,0.0581437427863773,1,DB06228,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Rivastigmine tartrate,1,2,2,0.600608353773346,0.10120320792438256,0.13722734436156603,362,0.18362309731407078,2,DB00989,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O
Roflumilast,0,1,1,-0.2688611435439868,0.01499312382563207,0.003217715606147575,191,0.0141280051281639,1,DB01656,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
Rolapitant hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB09291,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4.O.Cl
Romidepsin,0,6,6,0.017096554545383027,0.04763438552724368,0.11568716636879606,332,0.0496122374772686,6,DB06176,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
Ropinirole hydrochloride,1,4,4,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00268,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl
Rosiglitazone maleate,1,7,7,0.6163861729670492,0.3015037430182286,0.11665724457798969,786,0.3734096555525367,6,DB00412,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O
Safinamide mesylate,0,1,1,-0.4171214897135746,0.06256352015445293,0.059069281318049026,109,0.0379244535347581,1,DB06654,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O
Salsalate,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB01399,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
Saquinavir mesylate,1,2,2,,0.0,0.0,0,0.0,0,DB01232,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O
Saxagliptin hydrochloride,1,1,1,-0.3779239582049532,0.05994888741087122,0.05496440896962158,207,0.039176520412676,1,DB06335,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N.Cl
Scopolamine,0,8,8,0.08187328544060735,0.008732696512342195,0.0010628443500014515,183,0.0088197150711888,1,DB00747,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
Selegiline hydrochloride,0,3,3,-0.33805072383208706,0.1255751422288353,0.1457907607980608,108,0.0762904700130202,2,DB01037,CC(CC1=CC=CC=C1)N(C)CC#C.Cl
Selexipag,0,1,1,0.08691758601087508,0.00884188603381267,0.0011089980121108053,185,0.0089382774639162,1,DB11362,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3
Semaglutide,1,1,1,,0.0,0.0,0,0.0,0,DB13928,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N
Sertraline hydrochloride,1,5,5,-0.23804150008160568,0.01337674305288539,0.003660075574824168,120,0.0125054931726422,1,DB01104,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl
Setmelanotide acetate,0,1,1,,0.0,0.0,0,0.0,0,DB11700,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)N1)NC(=O)C(CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5.CC(=O)O.CC(=O)O.CC(=O)O
Sibutramine hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB01105,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.Cl
Sildenafil citrate,1,6,6,-0.1006433701499601,0.10699787966966026,0.036639520941657705,392,0.10331035480141179,2,DB00203,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Simvastatin,1,3,3,-0.08215127703701851,0.04326478481632834,0.08722377592312099,220,0.0360992402362532,3,DB00641,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
Sincalide,0,2,2,,0.0,0.0,0,0.0,0,DB09142,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N
Sirolimus,1,1,1,-0.16895486945376592,0.011308961752595752,0.013313679061269663,102,0.0090595508448496,1,DB00877,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
Sitaxsentan,1,2,2,-0.28057813706637547,0.10018378723711625,0.1436692973166528,435,0.0598733234423746,2,DB06268,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
Sodium bicarbonate,0,2,2,-0.008033077407173544,0.011142593090694973,0.07590866320076037,258,0.0105328129233282,2,DB01390,C(=O)(O)[O-].[Na+]
Sodium oxybate,0,2,2,-0.055121026514509563,0.009471887026136076,0.0012509008287649778,253,0.0094029360883867,1,DB09072,C(CC(=O)[O-])CO.[Na+]
Sofosbuvir,0,2,1,,0.0,0.0,0,0.0,0,DB08934,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
Solriamfetol hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB14754,C1=CC=C(C=C1)CC(COC(=O)N)N.Cl
Spironolactone,1,7,7,1.3371332656131296,0.15820151648992842,0.09567899056293154,537,0.2861370775919089,5,DB00421,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
Stavudine,1,2,2,,0.0,0.0,0,0.0,0,DB00649,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
Stiripentol,0,4,4,-0.13247477336381763,0.04981334129755582,0.054340302271106054,145,0.0426146220696697,1,DB09118,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
Streptomycin sulfate,0,2,2,,0.0,0.0,0,0.0,0,DB01082,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
Sufentanil citrate,0,3,3,,0.0,0.0,0,0.0,0,DB00708,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Sulfadiazine,1,2,1,,0.0,0.0,0,0.0,0,DB00359,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethizole,1,1,1,,0.0,0.0,0,0.0,0,DB00576,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfasalazine,1,15,15,1.7939534813512952,0.35572200135714344,0.0874668201434828,1085,0.512633407856272,13,DB00795,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
Sulfathiazole,1,1,0,,0.0,0.0,0,0.0,0,DB06147,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
Sulindac,1,7,7,0.9858458762238959,0.25309965616675945,0.07366844571660315,547,0.3257253895842966,5,DB00605,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
Suvorexant,0,2,2,,0.0,0.0,0,0.0,0,DB09034,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl
Tacrolimus,1,2,2,0.0026422064183984715,0.02085612904404254,0.11115729145574463,346,0.0211498295529787,2,DB00864,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
Tadalafil,1,3,3,-0.19425867097948707,0.013407350006962316,0.002628685529478574,199,0.0128967050495828,1,DB00820,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
Tamoxifen citrate,1,10,10,3.8956778411894617,0.18500274292458802,0.0742375763916625,574,0.4742084242571975,7,DB00675,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Tamsulosin hydrochloride,1,3,3,-0.0025204734926219754,0.0267821379368882,0.13965227418029136,241,0.0264301480816324,2,DB00706,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
Tapentadol hydrochloride,0,5,5,,0.0,0.0,0,0.0,0,DB06204,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C.Cl
Tasosartan,1,2,2,-0.2851839785404194,0.04683375937040822,0.04190753390682375,246,0.0348824021200427,1,DB01349,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
Tecovirimat,0,1,1,,0.0,0.0,0,0.0,0,DB12020,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F
Telmisartan,1,2,2,-0.45635623065940256,0.08694358134815165,0.066697710552775,285,0.0565056655666754,2,DB00966,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
Temsirolimus,0,1,1,-0.16895486945376592,0.011308961752595752,0.013313679061269663,102,0.0090595508448496,1,DB06287,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
Tenapanor hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB11761,CN1CC(C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)C5CN(CC6=C5C=C(C=C6Cl)Cl)C.Cl.Cl
Teniposide,1,2,2,0.8291198202977613,0.020533243945996475,0.04324449209074846,131,0.0563881094571458,2,DB00444,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
Terazosin hydrochloride,0,7,7,-0.16059415395925603,0.0738125048437932,0.10799194558238856,345,0.0564696297085755,3,DB01162,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl
Terbinafine hydrochloride,1,2,2,-0.26340642481319965,0.00875815772819082,0.0010404577837942934,192,0.0084840944631925,1,DB00857,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21.Cl
Terbutaline sulfate,1,3,3,0.013111658454856514,0.00980896800276412,0.0012417764770671757,226,0.0098252497518087,1,DB00871,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O
Teriflunomide,1,3,2,-0.06443187197846938,0.03922356153309888,0.10768410392554621,333,0.0322852731348519,2,DB08880,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
Teriparatide acetate,1,2,2,-0.11350286567781734,0.012731983204423649,0.0023468892549239704,196,0.0124656045485613,1,DB06285,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N.CC(=O)O.O
Testosterone enanthate,1,3,3,-0.4525776335543577,0.11040275858326827,0.10721138496418164,412,0.0618812836860937,3,DB13944,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
Thalidomide,1,3,3,0.9925796800508606,0.06768664232129586,0.04376921567332752,318,0.1111310764104044,2,DB01041,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
Thiabendazole,1,1,1,,0.0,0.0,0,0.0,0,DB00730,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
Thiamine hydrochloride,0,2,2,-0.45463285676707405,0.021837000004734756,0.00800785404941727,208,0.0181963664416744,1,DB00152,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]
Thioridazine hydrochloride,1,6,6,-0.0025204734926219754,0.0267821379368882,0.13965227418029136,241,0.0264301480816324,2,DB00679,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl
Thyrotropin alfa,0,1,1,,0.0,0.0,0,0.0,0,DB00024,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
Ticagrelor,0,1,1,,0.0,0.0,0,0.0,0,DB08816,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
Ticlopidine hydrochloride,1,2,2,,0.0,0.0,0,0.0,0,DB00208,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl
Tigecycline,1,5,5,,0.0,0.0,0,0.0,0,DB00560,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
Tipranavir,1,2,2,,0.0,0.0,0,0.0,0,DB00932,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
Tirofiban hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB00775,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.Cl
Tizanidine hydrochloride,1,3,3,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00697,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl
Tolazamide,1,2,2,,0.0,0.0,0,0.0,0,DB00839,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
Tolcapone,1,1,1,-0.45816436972348595,0.06709177921425617,0.06277801007578365,247,0.0383291317953901,1,DB00323,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
Tolmetin sodium,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB00500,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].[Na+]
Tolrestat,1,4,4,-0.27506759782526813,0.1080646964920279,0.12300389289198574,685,0.07423031115107281,4,DB02383,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
Tolterodine tartrate,1,5,5,,0.0,0.0,0,0.0,0,DB01036,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O
Tolvaptan,1,2,2,-0.11049008962403307,0.012825694343039063,0.0021670229860052733,253,0.012586259779098,1,DB06212,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
Topiramate,1,10,10,0.07467960236329348,0.008543519401918519,0.0010499375955103016,188,0.0086219283240575,1,DB00273,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
Topotecan hydrochloride,0,2,2,-0.003302808094589657,0.011315733127907955,0.13617516443086983,396,0.0108659726925436,2,DB01030,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl
Tramadol hydrochloride,1,15,15,-0.40225127003270117,0.018230502803657126,0.0052426352901286935,224,0.0161216460998846,1,DB00193,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O.Cl
Trandolapril,1,1,1,,0.0,0.0,0,0.0,0,DB00519,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
Tranexamic acid,0,1,1,3.9442388583129695,0.058646734692815214,0.05459367074629356,106,0.2739772122682903,1,DB00302,C1CC(CCC1CN)C(=O)O
Tranylcypromine sulfate,1,2,2,-0.33805072383208706,0.1255751422288353,0.1457907607980608,108,0.0762904700130202,2,DB00752,C1C(C1N)C2=CC=CC=C2.C1C(C1N)C2=CC=CC=C2.OS(=O)(=O)O
Trazodone hydrochloride,1,8,8,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00656,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
Tretinoin,1,16,15,2.0174685305162825,0.4747738467699422,0.07880605808237186,1032,0.6337625889651658,9,DB00755,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Triamterene,1,4,4,0.10266780460462208,0.006954789664628423,0.0010308733311660977,140,0.0070606271663647,1,DB00384,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
Trientine hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB06824,C(CNCCNCCN)N.Cl.Cl
Trifluoperazine hydrochloride,1,9,9,-0.3065725566534896,0.11040195725705669,0.10933040872785885,588,0.07688425433338601,7,DB00831,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl
Trihexyphenidyl hydrochloride,0,6,6,,0.0,0.0,0,0.0,0,DB00376,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl
Trimethoprim,1,2,2,-0.37575881321134225,0.02010168032137256,0.00586875663629304,152,0.0178964432926929,1,DB00440,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
Triprolidine hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB00427,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.Cl
Troglitazone,1,9,9,3.3513777125846222,0.3652598480911922,0.0805867440529638,999,0.6353364660400564,7,DB00197,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
Trovafloxacin mesylate,1,5,5,0.9094290419888179,0.020312065577823696,0.03350805130501869,58,0.050785260575059,1,DB00685,CS(=O)(=O)O.C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
Tyramine,0,1,1,,0.0,0.0,0,0.0,0,DB08841,C1=CC(=CC=C1CCN)O
Ubrogepant,0,1,1,-0.1455212553604819,0.007044019329155724,0.0010376372775803405,141,0.0068930210499134,1,DB15328,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6
Ulipristal acetate,1,3,3,-0.004922393476165429,0.03227708174650695,0.12740088093962787,256,0.031649964481312,2,DB08867,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
Urofollitropin,0,1,1,,0.0,0.0,0,0.0,0,DB00094,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O
Urokinase,0,8,8,2.7084509311406775,0.3415522348872315,0.10733832455633917,624,0.6322728199789286,6,DB00013,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3
Valaciclovir,1,2,1,,0.0,0.0,0,0.0,0,DB00577,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
Valdecoxib,1,3,3,3.5858626574784087,0.08202253994205552,0.04745749559519521,356,0.2521986012143121,2,DB00580,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
Valproic acid,1,16,16,-0.7644424936059694,0.468202047403201,0.07163049485600669,1500,0.41344465329724567,13,DB00313,CCCC(CCC)C(=O)O
Valsartan,1,1,1,-0.2851839785404194,0.04683375937040822,0.04190753390682375,246,0.0348824021200427,1,DB00177,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
Varenicline tartrate,1,5,5,0.08187328544060735,0.008732696512342195,0.0010628443500014515,183,0.0088197150711888,1,DB01273,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.C(C(C(=O)O)O)(C(=O)O)O
Vemurafenib,1,1,1,-0.738113372934419,0.011609524763450278,0.0023170262603693956,138,0.0098992966952314,1,DB08881,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
Venetoclax,1,1,1,,0.0,0.0,0,0.0,0,DB11581,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
Venlafaxine hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB00285,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl
Verapamil hydrochloride,1,13,13,1.7670368119277613,0.10204526527944019,0.0850047415038789,503,0.25225177270519783,4,DB00661,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl
Vericiguat,0,2,2,,0.0,0.0,0,0.0,0,DB15456,COC(=O)NC1=C(N=C(N=C1N)C2=NN(C3=C2C=C(C=N3)F)CC4=CC=CC=C4F)N
Vibegron,0,1,1,,0.0,0.0,0,0.0,0,DB14895,C1CC(NC1CC2=CC=C(C=C2)NC(=O)C3CCC4=NC=CC(=O)N34)C(C5=CC=CC=C5)O
Vilazodone hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB06684,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl
Viloxazine hydrochloride,0,13,13,0.18282450225584693,0.08498852183623364,0.07844830311278908,576,0.0993307938056451,4,DB09185,CCOC1=CC=CC=C1OCC2CNCCO2.Cl
Vinblastine sulfate,1,7,7,0.19280659236121883,0.028825637127349275,0.11187770188830105,425,0.0503963955896369,5,DB00570,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Vincristine sulfate,1,2,2,-0.0008441115400656448,0.012569251064761745,0.1366112757679826,362,0.0124539359103829,2,DB00541,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Vitamin C,0,25,24,-2.2383135979096553,0.3639838593160503,0.06703926682769631,2062,0.21392895678172397,15,DB00126,C(C(C1C(=C(C(=O)O1)O)O)O)O
Vitamin E,0,10,10,0.5883730138246709,0.2933456908002727,0.08219371071228919,309,0.3417062520894954,5,DB00163,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
